Generated_ParticipantID,UserLanguage,1,1_8_TEXT,2,3,4,Q63,5,6,7,7_7_TEXT,8,9,10,10_8_TEXT,11,11_6_TEXT,12,13,QID53,QID54,14_1,14_2,14_3,15,QID94,QID95,16,16_12_TEXT,17,18,18_11_TEXT,19,20,20_9_TEXT,21,21_9_TEXT,22,23,24,24_6_TEXT,25,25_7_TEXT,29,31,33_Collapsed,34,Q35_City,,
R_6Pk3oqvz17d0YhL,EN,"Neighborhood beautification,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",I am not sure which critical wetland is located upstream of me.,"No, I do not think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,$0 - I haven't spent any money on flood-related repairs,"Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Mental health impact (e.g., anxiety, trauma, stress),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,I have not taken any measures to address or reduce flooding,,I have not seen any of the GSI examples in my community.,"Bioswale,Permeable pavement,Rain garden,Rainwater harvesting","Nature-based detention pond,Pocket prairie,Pocket wetland,Urban forestry","Large park,Wetland conservation",3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important",State of Texas,,Moderate trust,"Attracting unwanted pests,High installment costs,Increased taxes,Maintenance issues",,Not at all satisfied,Better access to emergency resources and assistance,,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,"I never participate in meetings, although they are available",Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Newspaper articles/Flyers,,Yes,Less than a year,Low (<50k),I do not rent or own my home.,Houston,,
R_6dMMD7b4rPaEGLj,EN,"Neighborhood beautification,Improved stormwater quality,Improved soil quality",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(5) Anahuac Coastal Marsh and Prairies,"Yes, I think they impact flooding in my community",Drought,Always – (every time it rains),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,"$500 - $1,000","Less than or at ankle level (e.g., under 3 inches)","Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Raised the foundation of my house,Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues",,"Nature-based detention pond,Permeable pavement,Wetland conservation,Wetland restoration (coastal or inland)","Permeable pavement,Rainwater harvesting","Nature-based detention pond,Pocket wetland,Urban forestry","Large park,Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Texas Commission on Environmental Quality (TCEQ),,Extreme trust,Equity in implementation–areas that need it most may not get first priority,,Not at all satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Enhanced coordination with other local organizations/agencies,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Involving local schools and community groups,Host more regular and diverse community meetings representative of the community",,I participate in all meetings,Very involved,"Bayou City Waterkeeper (BCWK),Coalition for Environment, Equity and Resilience (CEER),My local neighborhood association or homeowners association (HOA)",,Phone Calls,,No,Over 20 years,Low (<50k),I rent my home.,Baytown,,
R_7i4DmQxflvn64P0,EN,"Improved air quality,Improved stormwater quality,Improved soil quality",,"A drainage ditch nearby,A creek nearby",I am not sure which critical wetland is located upstream of me.,"No, I do not think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Heavy rainfall or storms,Blocked or clogged drainage systems,Nearby river, creek, or bayou overflowing",,$0 - I haven't spent any money on flood-related repairs,"Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Interruption of utility services (e.g., power outages, water supply)",,Raised the foundation of my house,,Wetland conservation,Rainwater harvesting,Nature-based detention pond,Wetland conservation,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"High installment costs,Lack of educational resources for the community,Not fitting into community look/aesthetic",,Moderately satisfied,"More frequent updates on local flood risks,Better access to emergency resources and assistance,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information,Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards),Providing multilingual interpretation services",,I rarely participate in meetings,Moderately involved,"West Street Recovery (WSR),Northeast Action Collective (NAC),My local neighborhood association or homeowners association (HOA)",,Instagram Posts,,Yes,1-5 years,Low (<50k),I do not rent or own my home.,Houston,,
R_3VQoKYPh3GNjHNc,EN,"Neighborhood beautification,Improved air quality,Increased property value",,"Long-standing water bodies,A drainage ditch nearby,A creek nearby",(5) Anahuac Coastal Marsh and Prairies,"No, I do not think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Rarely – (once a year or less),"Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date)",,"$1,000 - $5,000","Less than or at ankle level (e.g., under 3 inches)","Loss of work or income,Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Raised the foundation of my house,Requested assistance from local government (e.g., city, county) to improve drainage",,"Large park,Pocket wetland","Bioswale,Rain garden",Urban forestry,Wetland conservation,2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Above average trust,"Attracting unwanted pests,Lack of educational resources for the community",,Very satisfied,"Better access to emergency resources and assistance,Increased opportunities for community feedback",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Compensation for time (e.g., money, gift cards)",,I occasionally participate in meetings,Moderately involved,"Coalition for Environment, Equity and Resilience (CEER)",,Phone Calls,,No,1-5 years,Moderate (50k-<150k),I own my home.,Houston,,
R_7o9jh4nmDss8nip,EN,"Neighborhood beautification,Improved stormwater quality,Increased property value",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,Prefer not to answer,Drought,Rarely – (once a year or less),Rarely – (once a year or less),Heavy rainfall or storms,,"$1,000 - $5,000","Less than or at ankle level (e.g., under 3 inches)","Loss of work or income,Interruption of utility services (e.g., power outages, water supply)",,"Raised the foundation of my house,Installed flood barriers or sandbags around my property",,"Large park,Rain garden",Permeable pavement,"Pocket prairie,Urban forestry",Wetland restoration (inland or coastal),2,1,3,"Yes, it is important","Yes, it is important",Prefer not to answer,"City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Moderate trust,"Displacement due to environmental projects (e.g., gentrification or green gentrification),Lack of educational resources for the community",,Very satisfied,"More detailed information about flood preparedness,Improved use of technology (e.g., apps, websites) for flood risk information",,"Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I participate in most meetings,Moderately involved,"Bayou City Waterkeeper (BCWK),Coalition for Environment, Equity and Resilience (CEER)",,Instagram Posts,,No,6-10 years,Moderate (50k-<150k),I own my home.,Houston,,
R_7DpSFl2wWdxcA8M,EN,"Improved air quality,Improved stormwater quality,Increased property value",,"Long-standing water bodies,A drainage ditch nearby,A creek nearby",(4) Trans-Brazos Region,"Yes, I think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Blocked or clogged drainage systems,Increased development or urbanization,Nearby river, creek, or bayou overflowing",,"$500 - $1,000","Not applicable (e.g., no experiences with flooding)","Interruption of utility services (e.g., power outages, water supply)",,Only my landlord can take action to address or reduce flooding at my residence,,Wetland conservation,I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,Large park,3,1,2,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Slight trust,"Attracting unwanted pests,Displacement due to environmental projects (e.g., gentrification or green gentrification),High installment costs",,Moderately satisfied,"Better access to emergency resources and assistance,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies",,"Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community",,I rarely participate in meetings,Moderately involved,"Bayou City Waterkeeper (BCWK),My local neighborhood association or homeowners association (HOA)",,Community bulletin posts,,No,Less than a year,Low (<50k),I rent my home.,Houston,,
R_3cbdRQ3UsjtkV8E,EN,"Improved air quality,Improved stormwater quality,Recreation (e.g., fishing, bird watching, walking)",,"A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",I am not sure which critical wetland is located upstream of me.,"No, I do not think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Rarely – (once a year or less),"Heavy rainfall or storms,Blocked or clogged drainage systems",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Interruption of utility services (e.g., power outages, water supply)",,I have not taken any measures to address or reduce flooding,,"Bioswale,Pocket wetland",Bioswale,Pocket wetland,Large park,3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"Attracting unwanted pests,Maintenance issues",,Slightly satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Providing multilingual interpretation services",,There are no meetings available related to this topic,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Word of mouth,,Yes,1-5 years,Low (<50k),I rent my home.,Houston,,
R_7fdqoEzqaBNPTkQ,EN,I do not know,,I do not know,I am not sure which critical wetland is located upstream of me.,I do not know,Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Not applicable (e.g., my neighborhood does not flood)",,$0 - I haven't spent any money on flood-related repairs,"Not applicable (e.g., no experiences with flooding)",I have not experienced any of these events,,"Not applicable (e.g., flooding has not affected my residence)",,I have not seen any of the GSI examples in my community.,I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,I prefer not to implement large-scale GSI in my community,1,2,3,"No, it is not important","No, it is not important","No, it is not important",I do not know,,No trust,There are no concerns,,There is no information available,More frequent updates on local flood risks,,"Better information sharing (e.g., more frequent announcements, different forms of communication)",,There are no meetings available related to this topic,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Phone Calls,,No,Over 20 years,Low (<50k),I rent my home.,Houston,,
R_5TT4Eu6l1EHAcNs,EN,"Improved air quality,Improved stormwater quality,Increased property value",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(2) Greater Lake Creek,"No, I do not think they impact flooding in my community",Drought,Rarely – (once a year or less),Never,"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Aging infrastructure (e.g., not in compliance–out of date)",,"$500 - $1,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Loss of work or income,Interruption of utility services (e.g., power outages, water supply)",,Engaged with local authorities around flooding issues,,"Large park,Pocket wetland",Rain garden,Pocket wetland,"Large park,Wetland conservation",2,3,1,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Moderate trust,"Attracting unwanted pests,Displacement due to environmental projects (e.g., gentrification or green gentrification),Maintenance issues",,Very satisfied,"More detailed information about flood preparedness,Better access to emergency resources and assistance,Improved use of technology (e.g., apps, websites) for flood risk information",,"Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I occasionally participate in meetings,Moderately involved,My local neighborhood association or homeowners association (HOA),,Facebook Posts,,Yes,11-20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_5tn4uw1ubEvlk53,EN,"Improved air quality,Improved stormwater quality,Improved soil quality",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",I am not sure which critical wetland is located upstream of me.,"Yes, I think they impact flooding in my community",Drought,Rarely – (once a year or less),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Aging infrastructure (e.g., not in compliance–out of date),Increased development or urbanization",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Mental health impact (e.g., anxiety, trauma, stress)",,Only my landlord can take action to address or reduce flooding at my residence,,I have not seen any of the GSI examples in my community.,"Permeable pavement,Rain garden","Nature-based detention pond,Urban forestry",Large park,3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Moderate trust,"Equity in implementation–areas that need it most may not get first priority,Increased taxes,Maintenance issues",,Not at all satisfied,"More frequent updates on local flood risks,Enhanced coordination with other local organizations/agencies,Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Compensation for time (e.g., money, gift cards)",,There are no meetings available related to this topic,Not at all involved,My local neighborhood association or homeowners association (HOA),,Community bulletin posts,,No,Less than a year,Moderate (50k-<150k),I rent my home.,Houston,,
R_56eAHGO0x0fYMxp,EN,"Improved air quality,Improved soil quality,Increased property value",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,,Drought,Rarely – (once a year or less),Sometimes – (once every 2-6 months),Heavy rainfall or storms,,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Interruption of utility services (e.g., power outages, water supply)",,"Raised the foundation of my house,Engaged with local authorities around flooding issues",,Pocket wetland,Bioswale,Pocket wetland,Wetland restoration (inland or coastal),1,3,2,"Yes, it is important","Yes, it is important","Yes, it is important",Gulf Coast Protection District (GCPD),,Slight trust,"Displacement due to environmental projects (e.g., gentrification or green gentrification)",,Moderately satisfied,Enhanced coordination with other local organizations/agencies,,"Better information sharing (e.g., more frequent announcements, different forms of communication)",,I rarely participate in meetings,Moderately involved,"Coalition for Environment, Equity and Resilience (CEER)",,Instagram Posts,,Yes,6-10 years,Low (<50k),I own my home.,Baytown,,
R_3tJPcFA9Se3hUPu,EN,"Improved air quality,Improved stormwater quality,Improved soil quality",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Sometimes – (once every 2-6 months),"Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Nearby river, creek, or bayou overflowing",,"$5,000 - $10,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Loss of work or income,Displacement from home (e.g., temporary relocation),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage",,"Bioswale,Nature-based detention pond,Large park,Permeable pavement,Pocket wetland,Rainwater harvesting,Urban forestry,Wetland conservation","Bioswale,Permeable pavement,Rain garden","Nature-based detention pond,Pocket prairie,Pocket wetland,Urban forestry","Large park,Wetland conservation",2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Above average trust,There are no concerns,,Extremely satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Enhanced coordination with other local organizations/agencies,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I occasionally participate in meetings,Very involved,My local neighborhood association or homeowners association (HOA),,Community bulletin posts,,No,11-20 years,Moderate (50k-<150k),I own my home.,Baytown,,
R_31Py1TQ8fwp9oK5,EN,"Neighborhood beautification,Recreation (e.g., fishing, bird watching, walking)",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,I do not know,Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date)",,"$10,000 - $20,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Loss of work or income,Mental health impact (e.g., anxiety, trauma, stress)",,Only my landlord can take action to address or reduce flooding at my residence,,I have not seen any of the GSI examples in my community.,Rainwater harvesting,"Nature-based detention pond,Pocket wetland,Urban forestry","Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Other:,The entity that controls the money,No trust,Space requirements–not enough space,,Not at all satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information,Improved translation and accessibility information for non-English speakers",,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community,Providing multilingual interpretation services",,There are no meetings available related to this topic,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Other:,Directions contact,No,Over 20 years,Moderate (50k-<150k),I rent my home.,Houston,,
R_1dLPisIYIXzJivu,EN,"Neighborhood beautification,Improved air quality,Improved stormwater quality",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A drainage ditch nearby,A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(5) Anahuac Coastal Marsh and Prairies,"No, I do not think they impact flooding in my community",Drought,Rarely – (once a year or less),Never,"Heavy rainfall or storms,Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date)",,"$500 - $1,000","Less than or at ankle level (e.g., under 3 inches)",I have not experienced any of these events,,Raised the foundation of my house,,Nature-based detention pond,Rain garden,Nature-based detention pond,"Large park,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","No, it is not important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Slight trust,There are no concerns,,Slightly satisfied,Enhanced coordination with other local organizations/agencies,,Establishing community advisory boards,,I rarely participate in meetings,Moderately involved,My local neighborhood association or homeowners association (HOA),,Community bulletin posts,,No,1-5 years,Moderate (50k-<150k),I own my home.,Houston,,
R_3AteTpYrTYzOx2N,EN,"Improved soil quality,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,Long-standing water bodies,I am not sure which critical wetland is located upstream of me.,I do not know,Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems,Nearby river, creek, or bayou overflowing",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Interruption of utility services (e.g., power outages, water supply)",,"Installed flood barriers or sandbags around my property,Only my landlord can take action to address or reduce flooding at my residence",,I have not seen any of the GSI examples in my community.,Rainwater harvesting,Nature-based detention pond,Large park,3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"Attracting unwanted pests,Increased taxes,Maintenance issues",,Moderately satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Improved use of technology (e.g., apps, websites) for flood risk information",,"Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards),Host more regular and diverse community meetings representative of the community",,I participate in most meetings,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Facebook Posts,,No,Less than a year,Moderate (50k-<150k),I rent my home.,Houston,,
R_16fKPFGhBJ17aEB,EN,"Neighborhood beautification,Improved air quality,Recreation (e.g., fishing, bird watching, walking)",,"Long-standing water bodies,A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",I am not sure which critical wetland is located upstream of me.,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Always – (every time it rains),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,$0 - I haven't spent any money on flood-related repairs,"Between ankle and knee level (e.g., above 3 inches, up to 12 inches)",I have not experienced any of these events,,"Not applicable (e.g., flooding has not affected my residence)",,Nature-based detention pond,"Bioswale,Permeable pavement,Rain garden","Nature-based detention pond,Pocket prairie,Pocket wetland,Urban forestry","Large park,Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Moderate trust,"Attracting unwanted pests,Increased taxes",,Very satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Compensation for time (e.g., money, gift cards)",,I rarely participate in meetings,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Newspaper articles/Flyers,,No,Over 20 years,Low (<50k),I own my home.,Houston,,
R_1OkUfL2KJgX5MZb,EN,"Improved air quality,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A drainage ditch nearby,A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(3) Greater Katy Prairie-Pothole Pimple-Mound Complexes,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,"$5,000 - $10,000","Above the knee (e.g., over 12 inches)","Displacement from home (e.g., temporary relocation),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage",,"Nature-based detention pond,Large park,Urban forestry","Permeable pavement,Rain garden,Rainwater harvesting","Nature-based detention pond,Pocket prairie,Urban forestry","Large park,Wetland conservation,Wetland restoration (inland or coastal)",2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"Equity in implementation–areas that need it most may not get first priority,Increased taxes",,Very satisfied,"More detailed information about flood preparedness,Better access to emergency resources and assistance",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards",,I participate in most meetings,Very involved,"West Street Recovery (WSR),Coalition for Environment, Equity and Resilience (CEER)",,Instagram Posts,,Yes,Over 20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_7mxd4A1k38B1bi1,EN,"Neighborhood beautification,Increased property value,Recreation (e.g., fishing, bird watching, walking)",,"Long-standing water bodies,A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Nearby river, creek, or bayou overflowing",,"$500 - $1,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Mental health impact (e.g., anxiety, trauma, stress),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,Engaged with local authorities around flooding issues,,"Pocket wetland,Urban forestry",Rainwater harvesting,I prefer not to implement mid-scale GSI in my community,Wetland conservation,1,2,3,"Yes, it is important","Yes, it is important",I don’t know,"City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Above average trust,"Increased taxes,Maintenance issues",,Moderately satisfied,"More detailed information about flood preparedness,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies",,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community",,I occasionally participate in meetings,Somewhat involved,Bayou City Waterkeeper (BCWK),,Instagram Posts,,No,1-5 years,Low (<50k),I rent my home.,Houston,,
R_6xXE75yCHza7anp,EN,Improved stormwater quality,,A drainage ditch nearby,I am not sure which critical wetland is located upstream of me.,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Property damage (e.g., vehicle damage, home repairs),Interruption of utility services (e.g., power outages, water supply)",,"Raised the foundation of my house,Installed flood barriers or sandbags around my property",,"Nature-based detention pond,Pocket prairie",Rain garden,Pocket wetland,Wetland conservation,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",State of Texas,,Moderate trust,"Displacement due to environmental projects (e.g., gentrification or green gentrification)",,Moderately satisfied,Increased opportunities for community feedback,,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I rarely participate in meetings,Somewhat involved,Northeast Action Collective (NAC),,Community bulletin posts,,Yes,Over 20 years,Moderate (50k-<150k),I rent my home.,Baytown,,
R_6wmlCnwCmJfyUhD,EN,"Neighborhood beautification,Increased property value,Recreation (e.g., fishing, bird watching, walking)",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Nearby river, creek, or bayou overflowing",,"$500 - $1,000","Less than or at ankle level (e.g., under 3 inches)","Interruption of utility services (e.g., power outages, water supply)",,Installed flood barriers or sandbags around my property,,I have not seen any of the GSI examples in my community.,"Bioswale,Rainwater harvesting",Nature-based detention pond,"Wetland conservation,Wetland restoration (inland or coastal)",3,1,2,"Yes, it is important","Yes, it is important","Yes, it is important",Texas Commission on Environmental Quality (TCEQ),,Above average trust,"Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification),Maintenance issues",,Extremely satisfied,"More detailed information about flood preparedness,Better access to emergency resources and assistance",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I occasionally participate in meetings,Extremely involved,My local neighborhood association or homeowners association (HOA),,Newspaper articles/Flyers,,No,1-5 years,Moderate (50k-<150k),I own my home.,Houston,,
